allele1,allele2,similarity,overlap
A0219,C0702,0.117647058824,17
A0219,B4201,nan,0
A0219,B2704,nan,0
A0219,B4202,nan,0
A0219,B2702,nan,0
A0219,B2703,0.979591836735,735
A0219,B2701,nan,0
A0219,A7401,nan,0
A0219,B8301,0.735294117647,34
A0219,A1102,nan,0
A0219,A1101,0.75,280
A0219,B0803,0.761904761905,21
A0219,B0802,0.781818181818,110
A0219,B0801,0.745283018868,212
A0219,B5703,0.0,1
A0219,B5702,nan,0
A0219,B5701,0.931791907514,865
A0219,A2902,0.854838709677,620
A0219,C0303,0.344827586207,29
A0219,A0250,0.920454545455,88
A0219,A3207,0.4,10
A0219,A2501,0.914586070959,761
A0219,B1501,0.871559633028,763
A0219,A3201,1.0,1
A0219,B1502,0.5,4
A0219,B1509,0.845360824742,97
A0219,E0103,nan,0
A0219,B2706,nan,0
A0219,B1503,0.5,2
A0219,B8101,nan,0
A0219,A3101,0.776,250
A0219,B2705,0.815181518152,303
A0219,B60,nan,0
A0219,A24,nan,0
A0219,A26,nan,0
A0219,B3701,1.0,2
A0219,B1517,0.89405204461,538
A0219,A3215,0.363636363636,11
A0219,B4506,0.810810810811,37
A0219,B4501,0.571428571429,7
A0219,B1801,0.918518518519,810
A0219,B5101,0.958224543081,766
A0219,B5401,0.5,6
A0219,A0302,nan,0
A0219,A0301,0.886313465784,906
A0219,A11,nan,0
A0219,A1,nan,0
A0219,B4002,0.4,5
A0219,A3,nan,0
A0219,A2,nan,0
A0219,A6802,0.931698774081,571
A0219,A6801,0.333333333333,15
A0219,A3001,0.709219858156,141
A0219,A3002,0.861111111111,36
A0219,Cw1,nan,0
A0219,C0501,0.575757575758,33
A0219,C1203,0.346153846154,26
A0219,Cw4,nan,0
A0219,A0319,0.5,4
A0219,B5301,0.923076923077,39
A0219,A2601,0.872770511296,841
A0219,A2602,0.195652173913,46
A0219,A2603,0.272727272727,22
A0219,A8001,0.906862745098,816
A0219,B4403,0.571428571429,7
A0219,B4402,0.892,250
A0219,B3801,0.973684210526,38
A0219,B4013,0.5,6
B4001,C1502,0.565217391304,23
B4001,A2301,0.888382687927,439
B4001,A0217,1.0,1
B4001,A0216,0.711229946524,187
B4001,A0211,0.554744525547,274
B4001,A0210,1.0,18
B4001,A0212,0.611111111111,252
B4001,B51,nan,0
B4001,A0219,0.777777777778,288
B4001,B4001,1.0,2609
B4001,A6901,0.852883992223,1543
B4001,C0401,0.736842105263,95
B4001,B1542,0.723684210526,76
B4001,C0602,0.714285714286,112
B4001,B7301,0.939393939394,33
B4001,B5801,0.866496163683,1955
B4001,B5802,0.928571428571,14
B4001,B0702,0.822538177988,1899
B4001,B3503,0.846774193548,124
B4001,B3501,0.773598820059,1356
B4001,A0206,0.727713178295,1032
B4001,A0207,0.666666666667,3
B4001,A0204,nan,0
B4001,A0205,0.5,2
B4001,A0202,0.768194070081,371
B4001,A0203,0.794751640112,1067
B4001,A0201,0.844142785319,1989
B4001,C0802,0.733333333333,15
B4001,B3901,0.717712177122,542
B4001,B7,0.125,8
B4001,B8,nan,0
B4001,B4601,0.943472409152,743
B4001,B2720,0.25,4
B4001,A6601,0.804347826087,46
B4001,C1402,0.275,40
B4001,B2710,1.0,1
B4001,B5201,nan,0
B4001,A0101,0.881965552178,1974
B4001,E0101,0.0,1
B4001,A2402,0.916666666667,480
B4001,A2403,0.834549878345,411
B4001,B1401,0.525,40
B4001,B1402,0.725352112676,142
B4001,A3301,0.926229508197,366
B4001,A3/11,nan,0
B4001,A6823,0.0,13
B4001,B4801,0.91652754591,599
B4001,C0702,0.25,16
B4001,B4201,0.696078431373,102
B4001,B2704,1.0,1
B4001,B4202,0.363636363636,11
B4001,B2702,1.0,1
B4001,B2703,0.801886792453,106
B4001,B2701,1.0,1
B4001,A7401,0.5,2
B4001,B8301,0.507042253521,71
B4001,A1102,nan,0
B4001,A1101,0.816085790885,1865
B4001,B0803,0.788617886179,246
B4001,B0802,0.909742120344,698
B4001,B0801,0.845597104946,1658
B4001,B5703,0.153846153846,13
B4001,B5702,0.166666666667,6
B4001,B5701,0.842754367934,973
B4001,A2902,0.769376181474,529
B4001,C0303,0.4,20
B4001,A0250,0.439252336449,107
B4001,A3207,0.125,8
B4001,A2501,0.540404040404,198
B4001,B1501,0.797884187082,1796
B4001,A3201,0.860465116279,86
B4001,B1502,0.346153846154,26
B4001,B1509,0.86553030303,528
B4001,E0103,0.5,2
B4001,B2706,1.0,1
B4001,B1503,0.758620689655,116
B4001,B8101,0.333333333333,9
B4001,A3101,0.849552572707,1788
B4001,B2705,0.910497237569,1810
B4001,B60,nan,0
B4001,A24,nan,0
B4001,A26,nan,0
B4001,B3701,0.666666666667,9
B4001,B1517,0.638752052545,609
B4001,A3215,0.142857142857,7
B4001,B4506,0.723684210526,76
B4001,B4501,0.823529411765,544
B4001,B1801,0.861154446178,1282
B4001,B5101,0.908163265306,588
B4001,B5401,0.893772893773,273
B4001,A0302,nan,0
B4001,A0301,0.850715746421,1956
B4001,A11,0.0,4
B4001,A1,nan,0
B4001,B4002,0.790322580645,558
B4001,A3,nan,0
B4001,A2,0.0,1
B4001,A6802,0.784457478006,682
B4001,A6801,0.840659340659,364
B4001,A3001,0.781600598355,1337
B4001,A3002,0.826470588235,340
B4001,Cw1,nan,0
B4001,C0501,0.413793103448,29
B4001,C1203,0.0,32
B4001,Cw4,nan,0
B4001,A0319,0.5,6
B4001,B5301,0.85625,320
B4001,A2601,0.845869297164,1622
B4001,A2602,0.586538461538,312
B4001,A2603,0.688715953307,257
B4001,A8001,0.830860534125,337
B4001,B4403,0.826825127334,589
B4001,B4402,0.864710093057,1397
B4001,B3801,0.952542372881,295
B4001,B4013,0.666666666667,3
A6901,C1502,0.705882352941,34
A6901,A2301,0.915717539863,439
A6901,A0217,1.0,5
A6901,A0216,0.871313672922,746
A6901,A0211,0.78023255814,860
A6901,A0210,0.846153846154,13
A6901,A0212,0.823857302118,897
A6901,B51,nan,0
A6901,A0219,0.878691983122,948
A6901,B4001,0.852883992223,1543
A6901,A6901,1.0,2557
A6901,C0401,0.723577235772,123
A6901,B1542,0.753246753247,77
A6901,C0602,0.5625,48
A6901,B7301,0.942857142857,70
A6901,B5801,0.840697674419,1720
A6901,B5802,1.0,1
A6901,B0702,0.800473653049,1689
A6901,B3503,0.842105263158,19
A6901,B3501,0.780716723549,1172
A6901,A0206,0.738549618321,1048
A6901,A0207,nan,0
A6901,A0204,nan,0
A6901,A0205,1.0,1
A6901,A0202,0.75,124
A6901,A0203,0.854206807964,1557
A6901,A0201,0.855322646938,2433
A6901,C0802,0.538461538462,26
A6901,B3901,0.8772845953,1149
A6901,B7,0.428571428571,7
A6901,B8,nan,0
A6901,B4601,0.952421410365,1177
A6901,B2720,0.2,10
A6901,A6601,1.0,7
A6901,C1402,0.326086956522,46
A6901,B2710,1.0,1
A6901,B5201,nan,0
A6901,A0101,0.841216216216,1776
A6901,E0101,0.0,1
A6901,A2402,0.861924686192,239
A6901,A2403,0.859068627451,816
A6901,B1401,1.0,1
A6901,B1402,0.933333333333,15
A6901,A3301,0.737288135593,118
A6901,A3/11,nan,0
A6901,A6823,0.642857142857,14
A6901,B4801,0.902821316614,638
A6901,C0702,0.147058823529,34
A6901,B4201,0.666666666667,9
A6901,B2704,1.0,1
A6901,B4202,0.5,6
A6901,B2702,1.0,4
A6901,B2703,1.0,587
A6901,B2701,1.0,1
A6901,A7401,nan,0
A6901,B8301,0.569444444444,72
A6901,A1102,nan,0
A6901,A1101,0.811343283582,1675
A6901,B0803,0.954954954955,333
A6901,B0802,0.91825613079,734
A6901,B0801,0.83864265928,1444
A6901,B5703,0.5,2
A6901,B5702,nan,0
A6901,B5701,0.907239819005,1326
A6901,A2902,0.830564784053,602
A6901,C0303,0.378378378378,37
A6901,A0250,0.567567567568,111
A6901,A3207,0.416666666667,12
A6901,A2501,0.933753943218,634
A6901,B1501,0.779861796644,2026
A6901,A3201,0.461538461538,13
A6901,B1502,0.324675324675,77
A6901,B1509,0.898617511521,651
A6901,E0103,0.5,2
A6901,B2706,1.0,1
A6901,B1503,0.529411764706,17
A6901,B8101,0.333333333333,6
A6901,A3101,0.823383084577,1608
A6901,B2705,0.85041716329,1678
A6901,B60,nan,0
A6901,A24,nan,0
A6901,A26,nan,0
A6901,B3701,1.0,2
A6901,B1517,0.818618042226,1042
A6901,A3215,0.636363636364,11
A6901,B4506,0.753246753247,77
A6901,B4501,0.8,30
A6901,B1801,0.888793103448,1160
A6901,B5101,0.938442211055,796
A6901,B5401,0.756097560976,41
A6901,A0302,nan,0
A6901,A0301,0.847933070866,2032
A6901,A11,nan,0
A6901,A1,nan,0
A6901,B4002,0.793103448276,29
A6901,A3,nan,0
A6901,A2,nan,0
A6901,A6802,0.966700302725,991
A6901,A6801,0.661016949153,118
A6901,A3001,0.781862745098,1224
A6901,A3002,0.608108108108,74
A6901,Cw1,nan,0
A6901,C0501,0.560975609756,41
A6901,C1203,0.210526315789,38
A6901,Cw4,nan,0
A6901,A0319,0.714285714286,7
A6901,B5301,0.734693877551,49
A6901,A2601,0.90031152648,1926
A6901,A2602,0.821256038647,414
A6901,A2603,0.918918918919,370
A6901,A8001,0.888440860215,744
A6901,B4403,0.8,30
A6901,B4402,0.903458213256,694
A6901,B3801,0.82641509434,265
A6901,B4013,0.166666666667,6
C0401,C1502,0.745454545455,55
C0401,A2301,0.622222222222,45
C0401,A0217,0.0,1
C0401,A0216,0.836734693878,49
C0401,A0211,0.55737704918,61
C0401,A0210,1.0,2
C0401,A0212,0.774647887324,71
C0401,B51,nan,0
C0401,A0219,0.794520547945,73
C0401,B4001,0.736842105263,95
C0401,A6901,0.723577235772,123
C0401,C0401,1.0,512
C0401,B1542,0.98595505618,356
C0401,C0602,0.626086956522,115
C0401,B7301,0.705882352941,17
C0401,B5801,0.75,112
C0401,B5802,nan,0
C0401,B0702,0.510638297872,141
C0401,B3503,1.0,1
C0401,B3501,0.483146067416,89
C0401,A0206,0.532608695652,92
C0401,A0207,nan,0
C0401,A0204,nan,0
C0401,A0205,nan,0
C0401,A0202,0.625,8
C0401,A0203,0.789855072464,138
C0401,A0201,0.690909090909,165
C0401,C0802,0.59375,32
C0401,B3901,0.743119266055,109
C0401,B7,0.0,1
C0401,B8,nan,0
C0401,B4601,0.782258064516,124
C0401,B2720,0.032967032967,91
C0401,A6601,0.5,4
C0401,C1402,0.141666666667,120
C0401,B2710,nan,0
C0401,B5201,nan,0
C0401,A0101,0.776,125
C0401,E0101,nan,0
C0401,A2402,0.333333333333,39
C0401,A2403,0.564102564103,78
C0401,B1401,nan,0
C0401,B1402,0.833333333333,6
C0401,A3301,0.857142857143,7
C0401,A3/11,nan,0
C0401,A6823,0.0632911392405,79
C0401,B4801,0.757575757576,66
C0401,C0702,0.46,50
C0401,B4201,0.0,1
C0401,B2704,nan,0
C0401,B4202,0.0,1
C0401,B2702,nan,0
C0401,B2703,0.967213114754,61
C0401,B2701,nan,0
C0401,A7401,nan,0
C0401,B8301,0.873111782477,331
C0401,A1102,nan,0
C0401,A1101,0.715596330275,109
C0401,B0803,0.823529411765,34
C0401,B0802,0.871428571429,70
C0401,B0801,0.680412371134,97
C0401,B5703,nan,0
C0401,B5702,nan,0
C0401,B5701,0.866666666667,135
C0401,A2902,0.671875,64
C0401,C0303,0.275862068966,29
C0401,A0250,0.4,5
C0401,A3207,0.114942528736,87
C0401,A2501,0.863636363636,66
C0401,B1501,0.698630136986,146
C0401,A3201,0.75,4
C0401,B1502,0.0769230769231,13
C0401,B1509,0.852941176471,68
C0401,E0103,nan,0
C0401,B2706,nan,0
C0401,B1503,0.5,2
C0401,B8101,0.0,1
C0401,A3101,0.728155339806,103
C0401,B2705,0.80412371134,97
C0401,B60,nan,0
C0401,A24,nan,0
C0401,A26,nan,0
C0401,B3701,nan,0
C0401,B1517,0.676470588235,102
C0401,A3215,0.178082191781,73
C0401,B4506,0.983050847458,354
C0401,B4501,1.0,2
C0401,B1801,0.798319327731,119
C0401,B5101,0.897196261682,107
C0401,B5401,0.75,4
C0401,A0302,nan,0
C0401,A0301,0.796052631579,152
C0401,A11,nan,0
C0401,A1,nan,0
C0401,B4002,1.0,2
C0401,A3,nan,0
C0401,A2,nan,0
C0401,A6802,0.752808988764,89
C0401,A6801,0.625,8
C0401,A3001,0.711538461538,104
C0401,A3002,0.909090909091,11
C0401,Cw1,nan,0
C0401,C0501,0.695652173913,69
C0401,C1203,0.0714285714286,42
C0401,Cw4,nan,0
C0401,A0319,0.571428571429,28
C0401,B5301,0.8,10
C0401,A2601,0.853333333333,150
C0401,A2602,0.708333333333,48
C0401,A2603,0.846153846154,39
C0401,A8001,0.775,80
C0401,B4403,0.25,4
C0401,B4402,0.964285714286,28
C0401,B3801,0.962962962963,27
C0401,B4013,0.120689655172,58
B1542,C1502,0.803921568627,51
B1542,A2301,0.95,20
B1542,A0217,0.0,1
B1542,A0216,0.909090909091,22
B1542,A0211,0.484848484848,33
B1542,A0210,1.0,2
B1542,A0212,0.72972972973,37
B1542,B51,nan,0
B1542,A0219,0.783783783784,37
B1542,B4001,0.723684210526,76
B1542,A6901,0.753246753247,77
B1542,C0401,0.98595505618,356
B1542,B1542,1.0,361
B1542,C0602,0.666666666667,105
B1542,B7301,0.722222222222,18
B1542,B5801,0.829268292683,82
B1542,B5802,nan,0
B1542,B0702,0.440366972477,109
B1542,B3503,1.0,1
B1542,B3501,0.472222222222,72
B1542,A0206,0.549295774648,71
B1542,A0207,nan,0
B1542,A0204,nan,0
B1542,A0205,nan,0
B1542,A0202,0.8,5
B1542,A0203,0.784090909091,88
B1542,A0201,0.697247706422,109
B1542,C0802,0.736842105263,19
B1542,B3901,0.720588235294,68
B1542,B7,0.0,1
B1542,B8,nan,0
B1542,B4601,0.744186046512,86
B1542,B2720,0.0549450549451,91
B1542,A6601,0.0,2
B1542,C1402,0.126126126126,111
B1542,B2710,nan,0
B1542,B5201,nan,0
B1542,A0101,0.897727272727,88
B1542,E0101,nan,0
B1542,A2402,0.615384615385,13
B1542,A2403,0.8125,32
B1542,B1401,nan,0
B1542,B1402,0.75,4
B1542,A3301,0.8,5
B1542,A3/11,nan,0
B1542,A6823,0.0617283950617,81
B1542,B4801,0.745454545455,55
B1542,C0702,0.5,34
B1542,B4201,0.0,1
B1542,B2704,nan,0
B1542,B4202,0.0,1
B1542,B2702,nan,0
B1542,B2703,1.0,31
B1542,B2701,nan,0
B1542,A7401,nan,0
B1542,B8301,0.875,336
B1542,A1102,nan,0
B1542,A1101,0.691358024691,81
B1542,B0803,0.88,25
B1542,B0802,0.910714285714,56
B1542,B0801,0.631578947368,76
B1542,B5703,nan,0
B1542,B5702,nan,0
B1542,B5701,0.911111111111,90
B1542,A2902,0.589743589744,39
B1542,C0303,0.173913043478,23
B1542,A0250,0.666666666667,3
B1542,A3207,0.126436781609,87
B1542,A2501,0.805555555556,36
B1542,B1501,0.65306122449,98
B1542,A3201,0.75,4
B1542,B1502,0.0,12
B1542,B1509,0.905660377358,53
B1542,E0103,nan,0
B1542,B2706,nan,0
B1542,B1503,1.0,1
B1542,B8101,0.0,1
B1542,A3101,0.730769230769,78
B1542,B2705,0.8,75
B1542,B60,nan,0
B1542,A24,nan,0
B1542,A26,nan,0
B1542,B3701,nan,0
B1542,B1517,0.641791044776,67
B1542,A3215,0.202702702703,74
B1542,B4506,0.980501392758,359
B1542,B4501,1.0,2
B1542,B1801,0.780487804878,82
B1542,B5101,0.883116883117,77
B1542,B5401,0.75,4
B1542,A0302,nan,0
B1542,A0301,0.735294117647,102
B1542,A11,nan,0
B1542,A1,nan,0
B1542,B4002,1.0,2
B1542,A3,nan,0
B1542,A2,nan,0
B1542,A6802,0.740740740741,54
B1542,A6801,0.5,6
B1542,A3001,0.746268656716,67
B1542,A3002,1.0,6
B1542,Cw1,nan,0
B1542,C0501,0.911111111111,45
B1542,C1203,0.121212121212,33
B1542,Cw4,nan,0
B1542,A0319,0.566666666667,30
B1542,B5301,0.75,8
B1542,A2601,0.838383838384,99
B1542,A2602,0.722222222222,36
B1542,A2603,0.928571428571,28
B1542,A8001,0.756097560976,41
B1542,B4403,0.25,4
B1542,B4402,1.0,19
B1542,B3801,1.0,23
B1542,B4013,0.120689655172,58
C0602,C1502,0.723076923077,65
C0602,A2301,0.808988764045,89
C0602,A0217,0.0,1
C0602,A0216,0.4,10
C0602,A0211,0.375,24
C0602,A0210,nan,0
C0602,A0212,0.619047619048,21
C0602,B51,nan,0
C0602,A0219,0.541666666667,24
C0602,B4001,0.714285714286,112
C0602,A6901,0.5625,48
C0602,C0401,0.626086956522,115
C0602,B1542,0.666666666667,105
C0602,C0602,1.0,294
C0602,B7301,0.588235294118,17
C0602,B5801,0.692307692308,130
C0602,B5802,0.857142857143,7
C0602,B0702,0.58041958042,143
C0602,B3503,0.833333333333,78
C0602,B3501,0.579365079365,126
C0602,A0206,0.722222222222,126
C0602,A0207,1.0,1
C0602,A0204,nan,0
C0602,A0205,nan,0
C0602,A0202,0.804597701149,87
C0602,A0203,0.65671641791,134
C0602,A0201,0.670967741935,155
C0602,C0802,0.368421052632,19
C0602,B3901,0.605263157895,38
C0602,B7,nan,0
C0602,B8,nan,0
C0602,B4601,0.5,50
C0602,B2720,0.392857142857,56
C0602,A6601,0.5,2
C0602,C1402,0.411111111111,90
C0602,B2710,nan,0
C0602,B5201,nan,0
C0602,A0101,0.738805970149,134
C0602,E0101,nan,0
C0602,A2402,0.797872340426,94
C0602,A2403,0.4,15
C0602,B1401,0.857142857143,7
C0602,B1402,0.871794871795,39
C0602,A3301,0.880952380952,84
C0602,A3/11,nan,0
C0602,A6823,0.5,30
C0602,B4801,0.225806451613,31
C0602,C0702,0.8125,48
C0602,B4201,0.692307692308,78
C0602,B2704,nan,0
C0602,B4202,0.166666666667,6
C0602,B2702,nan,0
C0602,B2703,0.636363636364,11
C0602,B2701,nan,0
C0602,A7401,1.0,1
C0602,B8301,0.622448979592,98
C0602,A1102,nan,0
C0602,A1101,0.723577235772,123
C0602,B0803,0.444444444444,18
C0602,B0802,0.612903225806,31
C0602,B0801,0.671755725191,131
C0602,B5703,0.0,2
C0602,B5702,0.0,1
C0602,B5701,0.725,120
C0602,A2902,0.774193548387,93
C0602,C0303,0.571428571429,14
C0602,A0250,0.333333333333,3
C0602,A3207,0.236842105263,38
C0602,A2501,0.5625,16
C0602,B1501,0.528571428571,140
C0602,A3201,0.860759493671,79
C0602,B1502,0.384615384615,13
C0602,B1509,0.48275862069,29
C0602,E0103,nan,0
C0602,B2706,nan,0
C0602,B1503,0.820512820513,78
C0602,B8101,0.4,5
C0602,A3101,0.674796747967,123
C0602,B2705,0.863636363636,132
C0602,B60,nan,0
C0602,A24,nan,0
C0602,A26,nan,0
C0602,B3701,0.5,6
C0602,B1517,0.464285714286,28
C0602,A3215,0.451612903226,31
C0602,B4506,0.653846153846,104
C0602,B4501,0.8875,80
C0602,B1801,0.683760683761,117
C0602,B5101,0.823529411765,102
C0602,B5401,0.814814814815,81
C0602,A0302,nan,0
C0602,A0301,0.661290322581,124
C0602,A11,0.0,1
C0602,A1,nan,0
C0602,B4002,0.7625,80
C0602,A3,nan,0
C0602,A2,1.0,1
C0602,A6802,0.741379310345,116
C0602,A6801,0.797619047619,84
C0602,A3001,0.721739130435,115
C0602,A3002,0.864197530864,81
C0602,Cw1,nan,0
C0602,C0501,0.766666666667,30
C0602,C1203,0.441176470588,34
C0602,Cw4,nan,0
C0602,A0319,0.380952380952,21
C0602,B5301,0.80487804878,82
C0602,A2601,0.742647058824,136
C0602,A2602,0.458333333333,24
C0602,A2603,0.565217391304,23
C0602,A8001,0.315789473684,19
C0602,B4403,0.8375,80
C0602,B4402,0.752577319588,97
C0602,B3801,0.875,24
C0602,B4013,0.257142857143,35
B7301,C1502,0.5,2
B7301,A2301,nan,0
B7301,A0217,nan,0
B7301,A0216,0.0,1
B7301,A0211,0.0,1
B7301,A0210,nan,0
B7301,A0212,nan,0
B7301,B51,nan,0
B7301,A0219,nan,0
B7301,B4001,0.939393939394,33
B7301,A6901,0.942857142857,70
B7301,C0401,0.705882352941,17
B7301,B1542,0.722222222222,18
B7301,C0602,0.588235294118,17
B7301,B7301,1.0,122
B7301,B5801,0.914634146341,82
B7301,B5802,nan,0
B7301,B0702,0.913580246914,81
B7301,B3503,nan,0
B7301,B3501,0.95652173913,69
B7301,A0206,0.882352941176,51
B7301,A0207,nan,0
B7301,A0204,nan,0
B7301,A0205,nan,0
B7301,A0202,1.0,4
B7301,A0203,0.888888888889,54
B7301,A0201,0.884615384615,78
B7301,C0802,nan,0
B7301,B3901,0.866666666667,45
B7301,B7,nan,0
B7301,B8,nan,0
B7301,B4601,1.0,1
B7301,B2720,0.3,10
B7301,A6601,nan,0
B7301,C1402,0.2,5
B7301,B2710,nan,0
B7301,B5201,nan,0
B7301,A0101,0.926829268293,82
B7301,E0101,nan,0
B7301,A2402,nan,0
B7301,A2403,nan,0
B7301,B1401,nan,0
B7301,B1402,nan,0
B7301,A3301,1.0,4
B7301,A3/11,nan,0
B7301,A6823,0.333333333333,3
B7301,B4801,0.833333333333,54
B7301,C0702,0.333333333333,6
B7301,B4201,nan,0
B7301,B2704,nan,0
B7301,B4202,nan,0
B7301,B2702,1.0,4
B7301,B2703,nan,0
B7301,B2701,nan,0
B7301,A7401,nan,0
B7301,B8301,0.5,16
B7301,A1102,nan,0
B7301,A1101,0.858974358974,78
B7301,B0803,0.952380952381,42
B7301,B0802,0.933333333333,45
B7301,B0801,0.925,80
B7301,B5703,nan,0
B7301,B5702,nan,0
B7301,B5701,0.9,50
B7301,A2902,nan,0
B7301,C0303,nan,0
B7301,A0250,nan,0
B7301,A3207,0.666666666667,3
B7301,A2501,nan,0
B7301,B1501,0.841463414634,82
B7301,A3201,nan,0
B7301,B1502,nan,0
B7301,B1509,0.9,50
B7301,E0103,nan,0
B7301,B2706,nan,0
B7301,B1503,nan,0
B7301,B8101,nan,0
B7301,A3101,0.866666666667,75
B7301,B2705,0.350515463918,97
B7301,B60,nan,0
B7301,A24,nan,0
B7301,A26,nan,0
B7301,B3701,nan,0
B7301,B1517,0.944444444444,36
B7301,A3215,0.0,1
B7301,B4506,0.722222222222,18
B7301,B4501,nan,0
B7301,B1801,0.875,48
B7301,B5101,nan,0
B7301,B5401,nan,0
B7301,A0302,nan,0
B7301,A0301,0.879310344828,58
B7301,A11,nan,0
B7301,A1,nan,0
B7301,B4002,nan,0
B7301,A3,nan,0
B7301,A2,nan,0
B7301,A6802,0.907407407407,54
B7301,A6801,0.75,4
B7301,A3001,0.871428571429,70
B7301,A3002,nan,0
B7301,Cw1,nan,0
B7301,C0501,1.0,2
B7301,C1203,1.0,1
B7301,Cw4,nan,0
B7301,A0319,nan,0
B7301,B5301,nan,0
B7301,A2601,0.913580246914,81
B7301,A2602,0.875,48
B7301,A2603,0.897959183673,49
B7301,A8001,nan,0
B7301,B4403,nan,0
B7301,B4402,0.96,25
B7301,B3801,1.0,1
B7301,B4013,0.0,1
B5801,C1502,0.54347826087,46
B5801,A2301,0.809210526316,456
B5801,A0217,0.25,4
B5801,A0216,0.781094527363,201
B5801,A0211,0.601374570447,291
B5801,A0210,0.833333333333,18
B5801,A0212,0.640625,256
B5801,B51,nan,0
B5801,A0219,0.805825242718,309
B5801,B4001,0.866496163683,1955
B5801,A6901,0.840697674419,1720
B5801,C0401,0.75,112
B5801,B1542,0.829268292683,82
B5801,C0602,0.692307692308,130
B5801,B7301,0.914634146341,82
B5801,B5801,1.0,2757
B5801,B5802,0.53125,32
B5801,B0702,0.806346243584,2143
B5801,B3503,0.745901639344,122
B5801,B3501,0.78165374677,1548
B5801,A0206,0.707692307692,1235
B5801,A0207,0.4,10
B5801,A0204,nan,0
B5801,A0205,0.5,2
B5801,A0202,0.716374269006,342
B5801,A0203,0.791962174941,1269
B5801,A0201,0.817179604961,2177
B5801,C0802,0.52380952381,21
B5801,B3901,0.737532808399,762
B5801,B7,0.125,8
B5801,B8,nan,0
B5801,B4601,0.904500548847,911
B5801,B2720,0.1875,16
B5801,A6601,0.888888888889,45
B5801,C1402,0.322033898305,59
B5801,B2710,1.0,1
B5801,B5201,nan,0
B5801,A0101,0.877396344182,2243
B5801,E0101,1.0,1
B5801,A2402,0.840740740741,540
B5801,A2403,0.784017278618,463
B5801,B1401,0.625,8
B5801,B1402,0.818965517241,116
B5801,A3301,0.841807909605,354
B5801,A3/11,nan,0
B5801,A6823,0.444444444444,18
B5801,B4801,0.890227576975,747
B5801,C0702,0.285714285714,35
B5801,B4201,0.647058823529,102
B5801,B2704,1.0,1
B5801,B4202,0.363636363636,11
B5801,B2702,1.0,5
B5801,B2703,0.951923076923,104
B5801,B2701,1.0,1
B5801,A7401,0.5,2
B5801,B8301,0.68,75
B5801,A1102,nan,0
B5801,A1101,0.830805687204,2110
B5801,B0803,0.888631090487,431
B5801,B0802,0.892580287929,903
B5801,B0801,0.818956336528,1878
B5801,B5703,0.533333333333,30
B5801,B5702,0.611111111111,18
B5801,B5701,0.860215053763,1581
B5801,A2902,0.774789915966,595
B5801,C0303,0.620689655172,29
B5801,A0250,0.371428571429,105
B5801,A3207,0.625,16
B5801,A2501,0.675257731959,194
B5801,B1501,0.785019455253,2056
B5801,A3201,0.870229007634,131
B5801,B1502,0.329268292683,82
B5801,B1509,0.874666666667,750
B5801,E0103,1.0,1
B5801,B2706,1.0,1
B5801,B1503,0.699300699301,143
B5801,B8101,0.333333333333,9
B5801,A3101,0.837291561395,1979
B5801,B2705,0.844510680576,2013
B5801,B60,nan,0
B5801,A24,nan,0
B5801,A26,nan,0
B5801,B3701,0.5625,16
B5801,B1517,0.831364124597,931
B5801,A3215,0.538461538462,13
B5801,B4506,0.83950617284,81
B5801,B4501,0.852,250
B5801,B1801,0.863051470588,1088
B5801,B5101,0.884816753927,573
B5801,B5401,0.830115830116,259
B5801,A0302,nan,0
B5801,A0301,0.834889434889,2035
B5801,A11,0.0,4
B5801,A1,nan,0
B5801,B4002,0.80078125,256
B5801,A3,nan,0
B5801,A2,0.0,1
B5801,A6802,0.832191780822,876
B5801,A6801,0.771186440678,354
B5801,A3001,0.79737704918,1525
B5801,A3002,0.830028328612,353
B5801,Cw1,nan,0
B5801,C0501,0.487804878049,41
B5801,C1203,0.333333333333,45
B5801,Cw4,nan,0
B5801,A0319,0.5,8
B5801,B5301,0.851851851852,351
B5801,A2601,0.842934782609,1840
B5801,A2602,0.793103448276,522
B5801,A2603,0.849576271186,472
B5801,A8001,0.900849858357,353
B5801,B4403,0.850980392157,255
B5801,B4402,0.914285714286,1050
B5801,B3801,0.863481228669,293
B5801,B4013,0.5,6
B5802,C1502,nan,0
B5802,A2301,0.857142857143,14
B5802,A0217,nan,0
B5802,A0216,nan,0
B5802,A0211,nan,0
B5802,A0210,nan,0
B5802,A0212,nan,0
B5802,B51,nan,0
B5802,A0219,nan,0
B5802,B4001,0.928571428571,14
B5802,A6901,1.0,1
B5802,C0401,nan,0
B5802,B1542,nan,0
B5802,C0602,0.857142857143,7
B5802,B7301,nan,0
B5802,B5801,0.53125,32
B5802,B5802,1.0,39
B5802,B0702,0.866666666667,15
B5802,B3503,0.916666666667,12
B5802,B3501,0.857142857143,14
B5802,A0206,0.928571428571,14
B5802,A0207,1.0,1
B5802,A0204,nan,0
B5802,A0205,nan,0
B5802,A0202,0.928571428571,14
B5802,A0203,0.928571428571,14
B5802,A0201,0.952380952381,21
B5802,C0802,1.0,1
B5802,B3901,nan,0
B5802,B7,nan,0
B5802,B8,nan,0
B5802,B4601,0.636363636364,22
B5802,B2720,nan,0
B5802,A6601,nan,0
B5802,C1402,nan,0
B5802,B2710,nan,0
B5802,B5201,nan,0
B5802,A0101,0.857142857143,14
